gene
1	chr1-3184670-3185600
2	chr1-3185709-3186511
3	chr1-3471937-3472807
4	chr1-3476008-3476900
5	chr1-3487968-3488913
6	chr1-3490058-3490702
7	chr1-3490778-3491417
8	chr1-3670272-3672537
9	chr1-3673488-3674314
10	chr1-3872693-3873571
11	chr1-3873688-3874504
12	chr1-3912455-3913203
13	chr1-3913275-3914041
14	chr1-3988857-3989854
15	chr1-3993909-3994836
16	chr1-3997411-3998030
17	chr1-3998148-3998944
18	chr1-4150810-4151399
19	chr1-4155470-4156567
20	chr1-4176163-4177220
21	chr1-4229261-4230107
22	chr1-4235252-4236153
23	chr1-4241165-4242061
24	chr1-4245684-4246428
25	chr1-4255577-4256649
26	chr1-4258834-4259510
27	chr1-4259529-4260561
28	chr1-4347122-4347590
29	chr1-4351946-4353009
30	chr1-4354532-4355457
31	chr1-4491670-4492722
32	chr1-4492965-4493922
33	chr1-4496014-4496711
34	chr1-4496906-4497848
35	chr1-4526292-4527084
36	chr1-4571288-4572420
37	chr1-4585893-4586692
38	chr1-4590632-4591630
39	chr1-4608538-4609501
40	chr1-4609933-4610864
41	chr1-4611635-4612500
42	chr1-4629037-4629973
43	chr1-4631424-4632116
44	chr1-4687993-4689061
45	chr1-4722058-4723135
46	chr1-4724728-4725725
47	chr1-4726159-4727070
48	chr1-4761269-4762387
49	chr1-4777884-4778738
50	chr1-4781787-4782821
51	chr1-4785239-4786363
52	chr1-4795371-4796268
53	chr1-4798885-4799607
54	chr1-4807371-4808287
55	chr1-4818525-4819389
56	chr1-4835684-4836239
57	chr1-4841775-4843056
58	chr1-4847801-4848822
59	chr1-4857368-4858240
60	chr1-4859398-4860420
61	chr1-4911495-4912310
62	chr1-4914583-4915374
63	chr1-4923561-4924369
64	chr1-4926892-4927714
65	chr1-4931367-4932444
66	chr1-5017769-5018979
67	chr1-5020280-5021134
68	chr1-5022760-5023530
69	chr1-5076110-5076823
70	chr1-5082733-5083680
71	chr1-5085371-5086326
72	chr1-5103215-5104120
73	chr1-5106143-5107104
74	chr1-5114318-5115379
75	chr1-5115382-5116131
76	chr1-5122318-5123402
77	chr1-5125544-5126558
78	chr1-5126782-5127641
79	chr1-5128630-5130154
80	chr1-5130832-5131982
81	chr1-5140361-5141259
82	chr1-5142237-5143563
83	chr1-5146254-5147510
84	chr1-5156636-5157363
85	chr1-5158745-5159647
86	chr1-5165449-5166583
87	chr1-5169960-5171174
88	chr1-5175424-5176523
89	chr1-5180635-5181249
90	chr1-5588159-5589180
91	chr1-5915625-5917481
92	chr1-6072946-6074000
93	chr1-6208989-6209528
94	chr1-6214248-6215170
95	chr1-6218459-6219293
96	chr1-6267038-6268051
97	chr1-6269794-6270701
98	chr1-6282244-6283216
99	chr1-6358666-6359713
100	chr1-6377625-6378463
101	chr1-6382542-6383497
102	chr1-6437442-6438586
103	chr1-6440996-6442078
104	chr1-6442317-6443340
105	chr1-6444338-6445135
106	chr1-6959342-6960385
107	chr1-7010537-7011626
108	chr1-7088425-7089377
109	chr1-7178589-7179602
110	chr1-7180420-7181382
111	chr1-7220033-7220876
112	chr1-7393724-7394563
113	chr1-7395219-7396157
114	chr1-7397344-7398759
115	chr1-7647866-7648684
116	chr1-7968765-7969738
117	chr1-7972363-7973296
118	chr1-8046986-8048021
119	chr1-8122837-8123866
120	chr1-8287961-8288932
121	chr1-8289200-8290071
122	chr1-8304782-8305778
123	chr1-8379923-8380869
124	chr1-8382486-8383516
125	chr1-8470263-8470950
126	chr1-8471028-8471416
127	chr1-8476663-8477957
128	chr1-8818660-8819762
129	chr1-8924849-8925622
130	chr1-8929871-8930824
131	chr1-9072630-9073463
132	chr1-9191608-9192833
133	chr1-9298255-9299120
134	chr1-9299154-9300294
135	chr1-9313346-9314405
136	chr1-9322103-9323024
137	chr1-9439515-9440498
138	chr1-9441722-9442934
139	chr1-9466413-9467178
140	chr1-9469062-9470029
141	chr1-9470183-9470856
142	chr1-9474639-9475589
143	chr1-9478299-9479266
144	chr1-9535784-9536753
145	chr1-9537019-9538009
146	chr1-9540966-9541749
147	chr1-9544938-9545910
148	chr1-9547888-9548677
149	chr1-9610039-9610950
150	chr1-9648886-9649739
151	chr1-9658816-9659651
152	chr1-9692986-9693933
153	chr1-9695401-9696909
154	chr1-9699925-9700950
155	chr1-9713312-9714812
156	chr1-9716424-9717427
157	chr1-9718682-9719606
158	chr1-9722194-9722764
159	chr1-9724526-9725267
160	chr1-9729621-9730558
161	chr1-9731587-9732603
162	chr1-9733395-9734405
163	chr1-9736351-9737289
164	chr1-9738982-9739921
165	chr1-9747383-9748851
166	chr1-9762631-9763528
167	chr1-9765108-9765841
168	chr1-9768364-9769744
169	chr1-9769922-9770830
170	chr1-9776205-9777174
171	chr1-9797714-9798669
172	chr1-9842926-9843529
173	chr1-9847671-9848842
174	chr1-9852839-9853478
175	chr1-9878496-9878921
176	chr1-9883193-9883975
177	chr1-9902071-9902381
178	chr1-9908286-9909138
179	chr1-9921064-9922077
180	chr1-9925163-9925714
181	chr1-9930147-9930935
182	chr1-9931091-9931794
183	chr1-9938497-9939394
184	chr1-9943648-9944688
185	chr1-9956989-9957756
186	chr1-9966841-9968398
187	chr1-9991581-9992468
188	chr1-10001483-10003046
189	chr1-10008679-10009674
190	chr1-10015637-10016641
191	chr1-10023787-10024793
192	chr1-10028693-10029386
193	chr1-10031357-10032211
194	chr1-10037447-10038475
195	chr1-10039412-10040383
196	chr1-10046397-10047200
197	chr1-10049336-10050320
198	chr1-10056216-10057062
199	chr1-10057565-10058461
200	chr1-10060578-10061602
201	chr1-10062559-10063287
202	chr1-10066487-10067279
203	chr1-10071031-10072017
204	chr1-10074557-10075650
205	chr1-10085165-10086242
206	chr1-10086912-10087949
207	chr1-10089172-10089955
208	chr1-10099169-10100553
209	chr1-10101740-10102750
210	chr1-10103074-10104130
211	chr1-10105611-10106807
212	chr1-10108848-10110162
213	chr1-10117899-10118877
214	chr1-10123141-10124454
215	chr1-10127539-10128513
216	chr1-10128847-10129712
217	chr1-10130457-10131405
218	chr1-10135510-10136353
219	chr1-10141343-10142598
220	chr1-10149073-10149929
221	chr1-10150187-10151501
222	chr1-10154692-10155709
223	chr1-10157944-10158983
224	chr1-10162343-10163165
225	chr1-10164784-10165623
226	chr1-10170618-10171430
227	chr1-10171867-10172705
228	chr1-10177582-10178373
229	chr1-10178520-10179222
230	chr1-10193359-10194240
231	chr1-10194485-10195476
232	chr1-10207410-10208296
233	chr1-10209192-10210136
234	chr1-10210819-10211697
235	chr1-10225848-10226861
236	chr1-10231683-10233583
237	chr1-10238579-10239781
238	chr1-10245313-10246447
239	chr1-10249468-10250314
240	chr1-10255046-10255856
241	chr1-10259411-10260194
242	chr1-10294303-10295387
243	chr1-10453473-10454370
244	chr1-10477541-10478507
245	chr1-10479897-10480776
246	chr1-10514405-10515382
247	chr1-10656252-10657322
